ApplNo,ApplType,SponsorApplicant,MostRecentLabelAvailableFlag,CurrentPatentFlag,ActionType,Chemical_Type,Ther_Potential,Orphan_Code
72058,A    ,ELKINS SINN                                       ,FALSE,FALSE,AP,,,
72059,A    ,ELKINS SINN                                       ,FALSE,FALSE,AP,,,
72060,A    ,ELKINS SINN                                       ,FALSE,FALSE,AP,,,
72061,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72062,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72063,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72064,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72065,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72066,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72067,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72068,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72069,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72070,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72071,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72072,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72073,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72074,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72075,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72076,A    ,INTL MEDICATION                                   ,FALSE,FALSE,AP,,,
72077,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72078,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72079,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72080,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72081,A    ,ASTRAZENECA                                       ,FALSE,FALSE,AP,,,
72082,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72083,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72084,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72085,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72086,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72087,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72088,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72089,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72090,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72091,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72092,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72093,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72095,A    ,PERRIGO                                           ,FALSE,FALSE,AP,,,
72096,A    ,PERRIGO                                           ,FALSE,FALSE,AP,,,
72097,A    ,PERRIGO                                           ,FALSE,FALSE,AP,,,
72098,A    ,PERRIGO                                           ,FALSE,FALSE,AP,,,
72099,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72100,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72101,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72102,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72103,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72104,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72105,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72106,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72109,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72110,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72112,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72113,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72115,A    ,INTL MEDICATION                                   ,FALSE,FALSE,AP,,,
72117,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72118,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72119,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72120,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72121,A    ,ROYCE LABS                                        ,FALSE,FALSE,AP,,,
72122,A    ,ROYCE LABS                                        ,FALSE,FALSE,AP,,,
72123,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
72124,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72125,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72126,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72127,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72128,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72129,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72130,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72131,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72134,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72135,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72137,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72138,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72139,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72140,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72151,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72152,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72153,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72155,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
72162,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72163,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72164,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72165,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72168,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72169,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72190,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
72191,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72192,A    ,VINTAGE                                           ,FALSE,FALSE,AP,,,
72193,A    ,VINTAGE                                           ,FALSE,FALSE,AP,,,
72194,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72195,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72196,A    ,MILEX                                             ,FALSE,FALSE,AP,,,
72197,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72198,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72199,A    ,AMNEAL PHARMS NY                                  ,FALSE,FALSE,AP,,,
72200,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72204,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72205,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72206,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72208,N    ,QUAD PHARMS                                       ,FALSE,FALSE,AP,,,
72209,N    ,QUAD PHARMS                                       ,FALSE,FALSE,AP,,,
72210,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72211,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72212,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72213,A    ,IGI LABS INC                                      ,FALSE,FALSE,AP,,,
72214,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72215,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72218,A    ,G AND W LABS                                      ,FALSE,FALSE,AP,,,
72219,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72220,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72224,N    ,QUAD PHARMS                                       ,FALSE,FALSE,AP,,,
72233,A    ,MARSAM PHARMS LLC                                 ,FALSE,FALSE,AP,,,
72234,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72235,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72237,A    ,G AND W LABS                                      ,FALSE,FALSE,AP,,,
72244,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
72247,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
72249,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
72251,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72252,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72253,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72255,A    ,J AND J                                           ,FALSE,FALSE,AP,,,
72262,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72263,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72264,A    ,COREPHARMA                                        ,FALSE,FALSE,AP,,,
72265,A    ,COREPHARMA                                        ,FALSE,FALSE,AP,,,
72266,A    ,COREPHARMA                                        ,FALSE,FALSE,AP,,,
72267,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
72269,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72270,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72271,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72272,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72273,A    ,ARMSTRONG PHARMS                                  ,FALSE,FALSE,AP,,,
72274,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72275,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72276,A    ,TARO                                              ,FALSE,FALSE,AP,,,
72277,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72278,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72285,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72289,A    ,ALPHARMA US PHARMS                                ,FALSE,FALSE,AP,,,
72292,A    ,J AND J                                           ,FALSE,FALSE,AP,,,
72293,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72294,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72295,A    ,J AND J                                           ,FALSE,FALSE,AP,,,
72296,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72299,A    ,CONTRACT PHARMACAL                                ,FALSE,FALSE,AP,,,
72300,A    ,CONTRACT PHARMACAL                                ,FALSE,FALSE,AP,,,
72301,A    ,ALVOGEN MALTA                                     ,FALSE,FALSE,AP,,,
72302,A    ,ALVOGEN MALTA                                     ,FALSE,FALSE,AP,,,
72303,A    ,ALVOGEN MALTA                                     ,FALSE,FALSE,AP,,,
72304,A    ,ALVOGEN MALTA                                     ,FALSE,FALSE,AP,,,
72307,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72308,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72309,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72316,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72317,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72319,A    ,GOLDLINE                                          ,FALSE,FALSE,AP,,,
72320,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72321,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72323,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72324,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72326,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72330,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72331,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72332,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72333,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72335,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
72344,A    ,G AND W LABS                                      ,FALSE,FALSE,AP,,,
72352,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72353,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72354,A    ,GALDERMA LABS LP                                  ,FALSE,FALSE,AP,,,
72355,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72356,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72357,A    ,HALSEY                                            ,FALSE,FALSE,AP,,,
72362,A    ,USL PHARMA                                        ,FALSE,FALSE,AP,,,
72368,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72369,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72370,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
72371,A    ,MARSAM PHARMS LLC                                 ,FALSE,FALSE,AP,,,
72372,A    ,SOLVAY                                            ,FALSE,FALSE,AP,,,
72374,A    ,SOLVAY                                            ,FALSE,FALSE,AP,,,
72375,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72376,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72383,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
72384,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72386,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72387,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72394,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72395,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72396,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72397,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
72398,A    ,ALPHARMA US PHARMS                                ,FALSE,FALSE,AP,,,
72399,A    ,NASKA                                             ,FALSE,FALSE,AP,,,
72402,A    ,MARTEC USA LLC                                    ,FALSE,FALSE,AP,,,
72407,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72408,A    ,MARTEC USA LLC                                    ,FALSE,FALSE,AP,,,
72409,A    ,CHASE LABS NJ                                     ,FALSE,FALSE,AP,,,
72410,A    ,INWOOD LABS                                       ,FALSE,FALSE,AP,,,
72416,A    ,HI TECH PHARMA                                    ,FALSE,FALSE,AP,,,
72417,A    ,MARTEC USA LLC                                    ,FALSE,FALSE,AP,,,
72418,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72419,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72420,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72421,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72422,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72423,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72427,A    ,SAVAGE LABS                                       ,FALSE,FALSE,AP,,,
72429,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72431,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72432,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72433,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72436,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72437,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72438,A    ,PAR PHARM                                         ,FALSE,FALSE,AP,,,
72449,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72450,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72466,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72467,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72468,A    ,QUANTUM PHARMICS                                  ,FALSE,FALSE,AP,,,
72472,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72483,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72484,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72485,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72488,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72489,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
72490,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72494,A    ,TARO                                              ,FALSE,FALSE,AP,,,
72499,A    ,INWOOD LABS                                       ,FALSE,FALSE,AP,,,
72500,A    ,INWOOD LABS                                       ,FALSE,FALSE,AP,,,
72501,A    ,INWOOD LABS                                       ,FALSE,FALSE,AP,,,
72502,A    ,INWOOD LABS                                       ,FALSE,FALSE,AP,,,
72507,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72508,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72509,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72510,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72511,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72512,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72513,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72514,A    ,AUROLIFE PHARMA LLC                               ,FALSE,FALSE,AP,,,
72516,A    ,MARSAM PHARMS LLC                                 ,FALSE,FALSE,AP,,,
72517,A    ,MARSAM PHARMS LLC                                 ,FALSE,FALSE,AP,,,
72519,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72520,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72522,A    ,TEVA PHARMS                                       ,FALSE,FALSE,AP,,,
72525,A    ,BECTON DICKINSON                                  ,FALSE,FALSE,AP,,,
72526,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
72536,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
72537,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
72538,A    ,PERRIGO NEW YORK                                  ,FALSE,FALSE,AP,,,
72539,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72540,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72541,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72542,A    ,USL PHARMA                                        ,FALSE,FALSE,AP,,,
72547,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
72550,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72551,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72552,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72553,A    ,MUTUAL PHARM                                      ,FALSE,FALSE,AP,,,
72554,A    ,MUTUAL PHARM                                      ,FALSE,FALSE,AP,,,
72555,A    ,MUTUAL PHARM                                      ,FALSE,FALSE,AP,,,
72556,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72557,A    ,IVAX SUB TEVA PHARMS                              ,FALSE,FALSE,AP,,,
72573,A,MYLAN,FALSE,FALSE,AP,,,
72574,A,MYLAN,FALSE,FALSE,AP,,,
72575,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72576,A    ,IDT AUSTRALIA LTD                                 ,FALSE,FALSE,AP,,,
72577,A    ,IDT AUSTRALIA LTD                                 ,FALSE,FALSE,AP,,,
72578,A    ,IDT AUSTRALIA LTD                                 ,FALSE,FALSE,AP,,,
72579,A    ,ACTAVIS ELIZABETH                                 ,FALSE,FALSE,AP,,,
72600,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72602,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72609,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72619,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72620,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72621,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72622,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72629,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72630,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72637,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
72639,A    ,CLONMEL                                           ,FALSE,FALSE,AP,,,
72640,A    ,TARO                                              ,FALSE,FALSE,AP,,,
72641,A    ,TARO                                              ,FALSE,FALSE,AP,,,
72646,A    ,SILARX                                            ,FALSE,FALSE,AP,,,
72648,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72649,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72650,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72651,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72652,A    ,MYLAN SPECLT                                      ,FALSE,FALSE,AP,,,
72655,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
72668,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72687,A    ,NOVARTIS                                          ,FALSE,FALSE,AP,,,
72688,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72689,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72690,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72691,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72692,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72693,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72694,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72695,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72696,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72697,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72705,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72706,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72707,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72708,A    ,MUTUAL PHARM                                      ,FALSE,FALSE,AP,,,
72709,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
72710,A    ,EPIC PHARMA                                       ,FALSE,FALSE,AP,,,
72711,A    ,EPIC PHARMA                                       ,FALSE,FALSE,AP,,,
72712,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72713,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72720,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72721,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72722,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72723,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72727,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72728,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72729,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72730,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72731,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72732,A    ,LEDERLE                                           ,FALSE,FALSE,AP,,,
72733,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72734,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72735,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72736,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72741,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72744,A    ,PHARM ASSOC                                       ,FALSE,FALSE,AP,,,
72750,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72751,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72755,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72758,A    ,KV PHARM                                          ,FALSE,FALSE,AP,,,
72759,A    ,TEVA PHARMS USA                                   ,FALSE,FALSE,AP,,,
72760,A    ,TEVA PHARMS USA                                   ,FALSE,FALSE,AP,,,
72761,A    ,G AND W LABS INC                                  ,FALSE,FALSE,AP,,,
72764,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72765,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72768,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72769,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
72779,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72780,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72781,A    ,INTERGEL PHARM                                    ,FALSE,FALSE,AP,,,
72782,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72783,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72784,A    ,AM THERAP                                         ,FALSE,FALSE,AP,,,
72786,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72795,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72799,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72801,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72809,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72817,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72818,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72824,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72825,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72838,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72848,A    ,BARR                                              ,FALSE,FALSE,AP,,,
72854,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72857,A    ,TARO                                              ,FALSE,FALSE,AP,,,
72859,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72860,A    ,DAVA PHARMS INC                                   ,FALSE,FALSE,AP,,,
72878,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72879,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72888,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
72894,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
72901,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
72902,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
72903,A    ,ANI PHARMS INC                                    ,FALSE,FALSE,AP,,,
72917,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72918,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72919,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72921,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72922,A    ,PLIVA                                             ,FALSE,FALSE,AP,,,
72923,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72924,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72926,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72927,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72928,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72929,A    ,PUREPAC PHARM                                     ,FALSE,FALSE,AP,,,
72933,A    ,FOUGERA                                           ,FALSE,FALSE,AP,,,
72934,A    ,FOUGERA                                           ,FALSE,FALSE,AP,,,
72938,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72939,A    ,TEVA                                              ,FALSE,FALSE,AP,,,
72943,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72944,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
72945,A    ,HOSPIRA                                           ,FALSE,FALSE,AP,,,
72946,A    ,WARNER CHILCOTT                                   ,FALSE,FALSE,AP,,,
72952,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72953,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72954,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
72966,A    ,COPLEY PHARM                                      ,FALSE,FALSE,AP,,,
72967,A    ,COPLEY PHARM                                      ,FALSE,FALSE,AP,,,
