ApplNo,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
70156,1,TABLET;ORAL,25MG,3,,0,DOXY-SLEEP-AID,DOXYLAMINE SUCCINATE
70159,1,TABLET;ORAL,100MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70160,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70161,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70162,1,TABLET;ORAL,100MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70163,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70164,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70165,1,TABLET;ORAL,100MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70166,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70167,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70168,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70169,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70170,1,INJECTABLE;INJECTION,500MG/100ML,3,,0,METRONIDAZOLE,METRONIDAZOLE
70171,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70172,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,1,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70173,1,CAPSULE;ORAL,EQ 100MG BASE,1,AB,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70174,1,CAPSULE;ORAL,EQ 150MG BASE,1,AB,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70175,1,TABLET;ORAL,10MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70176,1,TABLET;ORAL,20MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70177,1,TABLET;ORAL,40MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70178,1,TABLET;ORAL,80MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70182,1,TABLET;ORAL,15MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70183,1,TABLET;ORAL,25MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70184,1,TABLET;ORAL,EQ 10MG BASE,1,AB,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70185,1,SUSPENSION/DROPS;OPHTHALMIC,0.10%,3,,0,FLUOR-OP,FLUOROMETHOLONE
70186,1,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70187,1,CAPSULE;ORAL,EQ 150MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70188,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70189,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70190,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70191,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70192,1,TABLET;ORAL,125MG,3,,0,METHYLDOPA,METHYLDOPA
70193,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70194,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70195,1,CAPSULE;ORAL,250MG,3,,0,VALPROIC ACID,VALPROIC ACID
70200,1,TABLET;ORAL,0.5MG,3,,0,LORAZ,LORAZEPAM
70201,1,TABLET;ORAL,1MG,3,,0,LORAZ,LORAZEPAM
70202,1,TABLET;ORAL,2MG,3,,0,LORAZ,LORAZEPAM
70203,1,TABLET;ORAL,400MG;80MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70204,1,TABLET;ORAL,800MG;160MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70205,1,SYRUP;ORAL,12.5MG/5ML,3,,0,HYDRAMINE,DIPHENHYDRAMINE HYDROCHLORIDE
70209,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70210,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70213,1,TABLET;ORAL,40MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70213,2,TABLET;ORAL,10MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70213,3,TABLET;ORAL,20MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70213,4,TABLET;ORAL,80MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70213,5,TABLET;ORAL,60MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70215,1,TABLET;ORAL,400MG;80MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70216,1,TABLET;ORAL,800MG;160MG,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70217,1,TABLET;ORAL,10MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70218,1,TABLET;ORAL,20MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70219,1,TABLET;ORAL,40MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70220,1,TABLET;ORAL,60MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70221,1,TABLET;ORAL,80MG,1,AB,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70222,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70223,1,INJECTABLE;INJECTION,80MG/ML;16MG/ML,3,,0,SULFAMETHOXAZOLE AND TRIMETHOPRIM,SULFAMETHOXAZOLE; TRIMETHOPRIM
70225,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70226,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70227,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70228,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70228,2,TABLET;ORAL,2MG,1,,0,DIAZEPAM,DIAZEPAM
70228,3,TABLET;ORAL,5MG,1,,0,DIAZEPAM,DIAZEPAM
70231,1,TABLET;ORAL,200MG,3,,0,CARBAMAZEPINE,CARBAMAZEPINE
70232,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70233,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70234,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70240,1,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70241,1,CAPSULE;ORAL,EQ 150MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70242,1,TABLET;ORAL,100MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70243,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70244,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70245,1,TABLET;ORAL,125MG,3,,0,METHYLDOPA,METHYLDOPA
70246,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70247,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70248,1,CAPSULE;ORAL,50MG,3,,0,NITROFURANTOIN MACROCRYSTALLINE,"NITROFURANTOIN, MACROCRYSTALLINE"
70249,1,CAPSULE;ORAL,100MG,3,,0,NITROFURANTOIN MACROCRYSTALLINE,"NITROFURANTOIN, MACROCRYSTALLINE"
70252,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70253,1,INJECTABLE;INJECTION,0.02MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70254,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,1,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70255,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70256,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,1,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70257,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,1,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70259,1,TABLET;ORAL,250MG,1,,0,TOLAZAMIDE,TOLAZAMIDE
70259,3,TABLET;ORAL,500MG,1,,1,TOLAZAMIDE,TOLAZAMIDE
70260,1,TABLET;ORAL,125MG,3,,0,METHYLDOPA,METHYLDOPA
70261,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70262,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70265,1,TABLET;ORAL,25MG;250MG,1,,1,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70265,2,TABLET;ORAL,15MG;250MG,1,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70266,1,CAPSULE;ORAL,25MG,3,,0,INDO-LEMMON,INDOMETHACIN
70267,1,CAPSULE;ORAL,50MG,3,,0,INDO-LEMMON,INDOMETHACIN
70268,1,TABLET;ORAL,100MG,3,,0,ALLOPURINOL,ALLOPURINOL
70269,1,TABLET;ORAL,300MG,3,,0,ALLOPURINOL,ALLOPURINOL
70270,1,TABLET;ORAL,250MG,3,,0,NALIDIXIC ACID,NALIDIXIC ACID
70271,1,TABLET;ORAL,500MG,3,,0,NALIDIXIC ACID,NALIDIXIC ACID
70272,1,TABLET;ORAL,1GM,3,,0,NALIDIXIC ACID,NALIDIXIC ACID
70273,1,LOTION;TOPICAL,EQ 0.05% BASE,3,,0,ALPHATREX,BETAMETHASONE DIPROPIONATE
70274,1,LOTION;TOPICAL,EQ 0.05% BASE,3,,0,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
70275,1,LOTION;TOPICAL,EQ 0.05% BASE,1,AB,1,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
70278,1,TABLET;ORAL,2MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70278,2,TABLET;ORAL,10MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70278,3,TABLET;ORAL,20MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70278,4,TABLET;ORAL,1MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70278,5,TABLET;ORAL,5MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70278,6,TABLET;ORAL,0.5MG,1,AB,0,HALOPERIDOL,HALOPERIDOL
70281,1,LOTION;TOPICAL,EQ 0.05% BASE,1,AB,0,BETAMETHASONE DIPROPIONATE,BETAMETHASONE DIPROPIONATE
70288,1,SOLUTION;ORAL,10GM/15ML,1,AA,1,CONSTULOSE,LACTULOSE
70289,1,TABLET;ORAL,250MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70290,1,TABLET;ORAL,500MG,3,,0,TOLAZAMIDE,TOLAZAMIDE
70291,1,INJECTABLE;INJECTION,50MG/ML,3,,0,METHYLDOPATE HYDROCHLORIDE,METHYLDOPATE HYDROCHLORIDE
70292,1,SOLUTION;INTRAOCULAR,0.01%,3,,0,CARBACHOL,CARBACHOL
70293,1,INJECTABLE;INJECTION,EQ 10MG BASE/2ML,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70294,1,TABLET;ORAL,EQ 10MG BASE,3,,0,CLOPRA,METOCLOPRAMIDE HYDROCHLORIDE
70295,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,3,,0,METRONIDAZOLE HYDROCHLORIDE,METRONIDAZOLE HYDROCHLORIDE
70296,1,INJECTABLE;INJECTION,5MG/ML,3,,0,DIAZEPAM,DIAZEPAM
70297,1,TABLET;ORAL,25MG;2MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70298,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE,NALOXONE HYDROCHLORIDE
70299,1,INJECTABLE;INJECTION,0.4MG/ML,1,AP,0,NALOXONE,NALOXONE HYDROCHLORIDE
70300,1,TABLET;ORAL,200MG,3,,0,CARBAMAZEPINE,CARBAMAZEPINE
70301,1,TABLET;ORAL,25MG;40MG,3,,0,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
70302,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70303,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70304,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70305,1,TABLET;ORAL,25MG;80MG,3,,0,PROPRANOLOL HYDROCHLORIDE AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; PROPRANOLOL HYDROCHLORIDE
70306,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70307,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70308,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70309,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70310,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70311,1,INJECTABLE;INJECTION,5MG/ML,3,,0,DIAZEPAM,DIAZEPAM
70312,1,INJECTABLE;INJECTION,5MG/ML,3,,0,DIAZEPAM,DIAZEPAM
70313,1,INJECTABLE;INJECTION,5MG/ML,3,,0,DIAZEPAM,DIAZEPAM
70317,1,TABLET;ORAL,0.3MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70317,2,TABLET;ORAL,0.1MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70317,3,TABLET;ORAL,0.2MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70318,1,CONCENTRATE;ORAL,EQ 2MG BASE/ML,3,,0,HALOPERIDOL,HALOPERIDOL LACTATE
70319,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70320,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70321,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70322,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70325,1,TABLET;ORAL,10MG,1,AB,0,DIAZEPAM,DIAZEPAM
70325,2,TABLET;ORAL,2MG,1,AB,0,DIAZEPAM,DIAZEPAM
70325,3,TABLET;ORAL,5MG,1,AB,0,DIAZEPAM,DIAZEPAM
70326,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
70327,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70328,1,TABLET;ORAL,300MG,3,,0,IBUPROFEN,IBUPROFEN
70329,1,TABLET;ORAL,400MG,3,,0,IBUPROFEN,IBUPROFEN
70330,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70331,1,TABLET;ORAL,125MG,3,,0,METHYLDOPA,METHYLDOPA
70332,1,TABLET;ORAL,250MG,3,,0,METHYLDOPA,METHYLDOPA
70333,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70336,1,TABLET; ORAL,10MG;2MG,1,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70337,1,TABLET; ORAL,25MG;2MG,1,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70338,1,TABLET; ORAL,25MG;4MG,1,,1,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70339,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70340,1,TABLET;ORAL,80MG,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70341,1,TABLET;ORAL,120MG,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70342,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70343,1,TABLET;ORAL,500MG,1,AB,0,METHYLDOPA,METHYLDOPA
70345,1,CAPSULE;ORAL,30MG,1,,1,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70345,2,CAPSULE;ORAL,15MG,1,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70346,1,TABLET;ORAL,5MG,1,AB,1,AMILORIDE HYDROCHLORIDE,AMILORIDE HYDROCHLORIDE
70347,1,TABLET;ORAL,EQ 5MG ANHYDROUS;50MG,3,,0,HYDRO-RIDE,AMILORIDE HYDROCHLORIDE; HYDROCHLOROTHIAZIDE
70348,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70351,1,CAPSULE;ORAL,EQ 100MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70352,1,CAPSULE;ORAL,EQ 150MG BASE,3,,0,DISOPYRAMIDE PHOSPHATE,DISOPYRAMIDE PHOSPHATE
70353,1,CAPSULE;ORAL,25MG,3,,0,INDOMETHACIN,INDOMETHACIN
70354,1,CAPSULE;ORAL,50MG,3,,0,INDOMETHACIN,INDOMETHACIN
70356,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70357,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70358,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70360,1,TABLET;ORAL,2MG,3,,0,DIAZEPAM,DIAZEPAM
70361,1,TABLET;ORAL,5MG,3,,0,DIAZEPAM,DIAZEPAM
70362,1,TABLET;ORAL,10MG,3,,0,DIAZEPAM,DIAZEPAM
70363,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70364,1,INJECTABLE;INJECTION,160MG/ML,3,,0,DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
70365,1,TABLET;ORAL,15MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70366,1,TABLET;ORAL,25MG;250MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70367,1,TABLET;ORAL,30MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70368,1,TABLET;ORAL,50MG;500MG,3,,0,METHYLDOPA AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; METHYLDOPA
70373,1,TABLET;ORAL,10MG;2MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70374,1,TABLET;ORAL,25MG;2MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70375,1,TABLET;ORAL,10MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70376,1,TABLET;ORAL,25MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70377,1,TABLET;ORAL,50MG;4MG,3,,0,PERPHENAZINE AND AMITRIPTYLINE HYDROCHLORIDE,AMITRIPTYLINE HYDROCHLORIDE; PERPHENAZINE
70378,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70379,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70380,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70381,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70382,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70383,1,CAPSULE;ORAL,15MG,3,,0,TEMAZEPAM,TEMAZEPAM
70384,1,CAPSULE;ORAL,30MG,3,,0,TEMAZEPAM,TEMAZEPAM
70395,1,TABLET;ORAL,0.1MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70396,1,TABLET;ORAL,0.2MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70397,1,TABLET;ORAL,0.3MG,3,,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
70398,1,TABLET;ORAL,325MG;50MG,3,,0,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
70399,1,TABLET;ORAL,650MG;100MG,3,,0,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
70400,1,CAPSULE;ORAL,EQ 50MG BASE,3,,0,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM
70401,1,CAPSULE;ORAL,EQ 100MG BASE,3,,0,MECLOFENAMATE SODIUM,MECLOFENAMATE SODIUM
70407,1,CAPSULE;ORAL,300MG,3,,0,LITHIUM CARBONATE,LITHIUM CARBONATE
70411,1,INJECTABLE;INJECTION,1MG/ML,3,,0,VINCRISTINE SULFATE,VINCRISTINE SULFATE
70412,1,TABLET;ORAL,20MG,3,,0,FUROSEMIDE,FUROSEMIDE
70413,1,TABLET;ORAL,40MG,3,,0,FUROSEMIDE,FUROSEMIDE
70417,1,INJECTABLE;INJECTION,0.4MG/ML,3,,0,NALOXONE HYDROCHLORIDE,NALOXONE HYDROCHLORIDE
70423,1,TABLET;ORAL,2MG,3,,0,Q-PAM,DIAZEPAM
70424,1,TABLET;ORAL,5MG,3,,0,Q-PAM,DIAZEPAM
70425,1,TABLET;ORAL,10MG,3,,0,Q-PAM,DIAZEPAM
70427,1,CAPSULE;ORAL,5MG,3,,0,PRAZEPAM,PRAZEPAM
70428,1,CAPSULE;ORAL,10MG,3,,0,PRAZEPAM,PRAZEPAM
70429,1,TABLET;ORAL,200MG,3,,0,CARBAMAZEPINE,CARBAMAZEPINE
70431,1,CAPSULE;ORAL,250MG,3,,0,VALPROIC ACID,VALPROIC ACID
70433,1,SOLUTION;ORAL,40MG/5ML,1,,0,FUROSEMIDE,FUROSEMIDE
70434,1,SOLUTION;ORAL,10MG/ML,1,AA,1,FUROSEMIDE,FUROSEMIDE
70435,1,TABLET;ORAL,200MG,3,,0,IBUPROFEN,IBUPROFEN
70436,1,TABLET;ORAL,400MG,3,,0,IBUPROFEN,IBUPROFEN
70437,1,TABLET;ORAL,600MG,3,,0,IBUPROFEN,IBUPROFEN
70438,1,TABLET;ORAL,10MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70439,1,TABLET;ORAL,20MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70440,1,TABLET;ORAL,40MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70441,1,TABLET;ORAL,60MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70442,1,TABLET;ORAL,80MG,3,,0,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE
70443,1,TABLET;ORAL,650MG;100MG,3,,0,PROPOXYPHENE NAPSYLATE AND ACETAMINOPHEN,ACETAMINOPHEN; PROPOXYPHENE NAPSYLATE
70444,1,CAPSULE;ORAL,15MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70445,1,CAPSULE;ORAL,30MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
70449,1,TABLET;ORAL,20MG,3,,0,FUROSEMIDE,FUROSEMIDE
70450,1,TABLET;ORAL,40MG,3,,0,FUROSEMIDE,FUROSEMIDE
70451,1,INJECTABLE;INJECTION,2.5MG/ML,3,,0,VERAPAMIL HYDROCHLORIDE,VERAPAMIL HYDROCHLORIDE
70452,1,TABLET;ORAL,500MG,3,,0,METHYLDOPA,METHYLDOPA
70453,1,TABLET;ORAL,EQ 10MG BASE,3,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
70454,1,CAPSULE;ORAL,15MG,3,,0,FLURAZEPAM HYDROCHLORIDE,FLURAZEPAM HYDROCHLORIDE
